0 100
1 85
2 72.25
3 61.4125
4 52.2006
5 44.3705
6 37.715
7 32.0577
8 27.2491
9 23.1617
10 19.6874
11 16.7343
12 14.2242
13 12.0905
14 10.277
15 8.73542
16 7.42511
17 6.31134
18 5.36464
19 4.55994
20 3.87595
21 3.29456
22 2.80038
23 2.38032
24 2.02327
25 1.71978
26 1.46181
27 1.24254
28 1.05616
29 0.897736
30 0.763076
31 0.648615
32 0.551322
33 0.468624
34 0.39833
35 0.338581
36 0.287794
37 0.244625
38 0.207931
39 0.176741
40 0.15023
41 0.127696
42 0.108541
43 0.0922601
44 0.0784211
45 0.0666579
46 0.0566592
47 0.0481603
48 0.0409363
49 0.0347958
50 0.0295765
