0 100
1 90
2 81
3 72.9
4 65.61
5 59.049
6 53.1441
7 47.8297
8 43.0467
9 38.742
10 34.8678
11 31.3811
12 28.243
13 25.4187
14 22.8768
15 20.5891
16 18.5302
17 16.6772
18 15.0095
19 13.5085
20 12.1577
21 10.9419
22 9.84771
23 8.86294
24 7.97664
25 7.17898
26 6.46108
27 5.81497
28 5.23348
29 4.71013
30 4.23912
31 3.8152
32 3.43368
33 3.09032
34 2.78128
35 2.50316
36 2.25284
37 2.02756
38 1.8248
39 1.64232
40 1.47809
41 1.33028
42 1.19725
43 1.07753
44 0.969774
45 0.872796
46 0.785517
47 0.706965
48 0.636269
49 0.572642
50 0.515378
